UID	Locale	Translation
ES-CL-BU-265	es	Piérnigas
ES-CL-BU-266	es	Pineda de la Sierra
ES-CL-BU-267	es	Pineda Trasmonte
ES-CL-BU-268	es	Pinilla de los Barruecos
ES-CL-BU-269	es	Pinilla de los Moros
ES-CL-BU-270	es	Pinilla Trasmonte
ES-CL-BU-272	es	Poza de la Sal
ES-CL-BU-273	es	Prádanos de Bureba
ES-CL-BU-274	es	Pradoluengo
ES-CL-BU-275	es	Presencio
ES-CL-BU-276	es	La Puebla de Arganzón
ES-CL-BU-277	es	Puentedura
ES-CL-BU-279	es	Quemada
ES-CL-BU-281	es	Quintana del Pidio
ES-CL-BU-280	es	Quintanabureba
ES-CL-BU-283	es	Quintanaélez
ES-CL-BU-287	es	Quintanaortuño
ES-CL-BU-288	es	Quintanapalla
ES-CL-BU-289	es	Quintanar de la Sierra
ES-CL-BU-292	es	Quintanavides
ES-CL-BU-294	es	Quintanilla de la Mata
ES-CL-BU-901	es	Quintanilla del Agua y Tordueles
ES-CL-BU-295	es	Quintanilla del Coco
ES-CL-BU-298	es	Quintanilla San García
ES-CL-BU-301	es	Quintanilla Vivar
ES-CL-BU-297	es	Las Quintanillas
ES-CL-BU-302	es	Rabanera del Pinar
ES-CL-BU-303	es	Rábanos
ES-CL-BU-304	es	Rabé de las Calzadas
ES-CL-BU-306	es	Rebolledo de la Torre
ES-CL-BU-307	es	Redecilla del Camino
ES-CL-BU-308	es	Redecilla del Campo
ES-CL-BU-309	es	Regumiel de la Sierra
ES-CL-BU-310	es	Reinoso
ES-CL-BU-311	es	Retuerta
ES-CL-BU-314	es	Revilla del Campo
ES-CL-BU-316	es	Revilla Vallejera
ES-CL-BU-312	es	La Revilla y Ahedo
ES-CL-BU-315	es	Revillarruz
ES-CL-BU-317	es	Rezmondo
ES-CL-BU-318	es	Riocavado de la Sierra
ES-CL-BU-321	es	Roa
ES-CL-BU-323	es	Rojas
ES-CL-BU-325	es	Royuela de Río Franco
ES-CL-BU-326	es	Rubena
ES-CL-BU-327	es	Rublacedo de Abajo
ES-CL-BU-328	es	Rucandio
ES-CL-BU-329	es	Salas de Bureba
ES-CL-BU-330	es	Salas de los Infantes
ES-CL-BU-332	es	Saldaña de Burgos
ES-CL-BU-334	es	Salinillas de Bureba
ES-CL-BU-335	es	San Adrián de Juarros
ES-CL-BU-337	es	San Juan del Monte
ES-CL-BU-338	es	San Mamés de Burgos
ES-CL-BU-339	es	San Martín de Rubiales
ES-CL-BU-340	es	San Millán de Lara
ES-CL-BU-360	es	San Vicente del Valle
ES-CL-BU-343	es	Santa Cecilia
ES-CL-BU-345	es	Santa Cruz de la Salceda
ES-CL-BU-346	es	Santa Cruz del Valle Urbión
ES-CL-BU-347	es	Santa Gadea del Cid
ES-CL-BU-348	es	Santa Inés
ES-CL-BU-350	es	Santa María del Campo
ES-CL-BU-351	es	Santa María del Invierno
ES-CL-BU-352	es	Santa María del Mercadillo
ES-CL-BU-353	es	Santa María Rivarredonda
ES-CL-BU-354	es	Santa Olalla de Bureba
ES-CL-BU-355	es	Santibáñez de Esgueva
ES-CL-BU-356	es	Santibáñez del Val
ES-CL-BU-358	es	Santo Domingo de Silos
ES-CL-BU-361	es	Sargentes de la Lora
ES-CL-BU-362	es	Sarracín
ES-CL-BU-363	es	Sasamón
ES-CL-BU-365	es	La Sequera de Haza
ES-CL-BU-366	es	Solarana
ES-CL-BU-368	es	Sordillos
ES-CL-BU-369	es	Sotillo de la Ribera
ES-CL-BU-372	es	Sotragero
ES-CL-BU-373	es	Sotresgudo
ES-CL-BU-374	es	Susinos del Páramo
ES-CL-BU-375	es	Tamarón
ES-CL-BU-377	es	Tardajos
ES-CL-BU-378	es	Tejada
ES-CL-BU-380	es	Terradillos de Esgueva
ES-CL-BU-381	es	Tinieblas de la Sierra
ES-CL-BU-382	es	Tobar
ES-CL-BU-384	es	Tordómar
ES-CL-BU-386	es	Torrecilla del Monte
ES-CL-BU-387	es	Torregalindo
ES-CL-BU-388	es	Torrelara
ES-CL-BU-389	es	Torrepadre
ES-CL-BU-390	es	Torresandino
ES-CL-BU-391	es	Tórtoles de Esgueva
ES-CL-BU-392	es	Tosantos
ES-CL-BU-394	es	Trespaderne
ES-CL-BU-395	es	Tubilla del Agua
ES-CL-BU-396	es	Tubilla del Lago
ES-CL-BU-398	es	Úrbel del Castillo
ES-CL-BU-400	es	Vadocondes
ES-CL-BU-403	es	Valdeande
ES-CL-BU-405	es	Valdezate
ES-CL-BU-406	es	Valdorros
ES-CL-BU-408	es	Vallarta de Bureba
ES-CL-BU-904	es	Valle de las Navas
ES-CL-BU-908	es	Valle de Losa
ES-CL-BU-409	es	Valle de Manzanedo
ES-CL-BU-410	es	Valle de Mena
ES-CL-BU-411	es	Valle de Oca
ES-CL-BU-902	es	Valle de Santibáñez
ES-CL-BU-905	es	Valle de Sedano
ES-CL-BU-412	es	Valle de Tobalina
ES-CL-BU-413	es	Valle de Valdebezana
ES-CL-BU-414	es	Valle de Valdelaguna
ES-CL-BU-415	es	Valle de Valdelucio
ES-CL-BU-416	es	Valle de Zamanzas
ES-CL-BU-417	es	Vallejera
ES-CL-BU-418	es	Valles de Palenzuela
ES-CL-BU-419	es	Valluércanes
ES-CL-BU-407	es	Valmala
ES-CL-BU-422	es	La Vid de Bureba
ES-CL-BU-421	es	La Vid y Barrios
ES-CL-BU-423	es	Vileña
ES-CL-BU-427	es	Villadiego
ES-CL-BU-428	es	Villaescusa de Roa
ES-CL-BU-429	es	Villaescusa la Sombría
ES-CL-BU-430	es	Villaespasa
ES-CL-BU-431	es	Villafranca Montes de Oca
ES-CL-BU-432	es	Villafruela
ES-CL-BU-433	es	Villagalijo
ES-CL-BU-434	es	Villagonzalo Pedernales
ES-CL-BU-437	es	Villahoz
ES-CL-BU-438	es	Villalba de Duero
ES-CL-BU-439	es	Villalbilla de Burgos
ES-CL-BU-440	es	Villalbilla de Gumiel
ES-CL-BU-441	es	Villaldemiro
ES-CL-BU-442	es	Villalmanzo
ES-CL-BU-443	es	Villamayor de los Montes
ES-CL-BU-444	es	Villamayor de Treviño
ES-CL-BU-445	es	Villambistia
ES-CL-BU-446	es	Villamedianilla
ES-CL-BU-447	es	Villamiel de la Sierra
ES-CL-BU-448	es	Villangómez
ES-CL-BU-449	es	Villanueva de Argaño
ES-CL-BU-450	es	Villanueva de Carazo
ES-CL-BU-451	es	Villanueva de Gumiel
ES-CL-BU-454	es	Villanueva de Teba
ES-CL-BU-455	es	Villaquirán de la Puebla
ES-CL-BU-456	es	Villaquirán de los Infantes
ES-CL-BU-903	es	Villarcayo de Merindad de Castilla la Vieja
ES-CL-BU-458	es	Villariezo
ES-CL-BU-460	es	Villasandino
ES-CL-BU-463	es	Villasur de Herreros
ES-CL-BU-464	es	Villatuelda
ES-CL-BU-466	es	Villaverde del Monte
ES-CL-BU-467	es	Villaverde-Mogina
ES-CL-BU-471	es	Villayerno Morquillas
ES-CL-BU-472	es	Villazopeque
ES-CL-BU-473	es	Villegas
ES-CL-BU-476	es	Villoruebo
ES-CL-BU-424	es	Viloria de Rioja
ES-CL-BU-425	es	Vilviestre del Pinar
ES-CL-BU-478	es	Vizcaínos
ES-CL-BU-480	es	Zael
ES-CL-BU-482	es	Zarzosa de Río Pisuerga
ES-CL-BU-483	es	Zazuar
ES-CL-BU-485	es	Zuñeda
ES-EX-CC-001	es	Abadía
ES-EX-CC-002	es	Abertura
ES-EX-CC-003	es	Acebo
ES-EX-CC-004	es	Acehúche
ES-EX-CC-005	es	Aceituna
ES-EX-CC-006	es	Ahigal
ES-EX-CC-903	es	Alagón del Río
ES-EX-CC-007	es	Albalá
ES-EX-CC-008	es	Alcántara
ES-EX-CC-009	es	Alcollarín
ES-EX-CC-010	es	Alcuéscar
ES-EX-CC-012	es	Aldea del Cano
ES-EX-CC-013	es	La Aldea del Obispo
ES-EX-CC-011	es	Aldeacentenera
ES-EX-CC-014	es	Aldeanueva de la Vera
ES-EX-CC-015	es	Aldeanueva del Camino
ES-EX-CC-016	es	Aldehuela de Jerte
ES-EX-CC-017	es	Alía
ES-EX-CC-018	es	Aliseda
ES-EX-CC-019	es	Almaraz
ES-EX-CC-020	es	Almoharín
ES-EX-CC-021	es	Arroyo de la Luz
ES-EX-CC-023	es	Arroyomolinos
ES-EX-CC-022	es	Arroyomolinos de la Vera
ES-EX-CC-024	es	Baños de Montemayor
ES-EX-CC-025	es	Barrado
ES-EX-CC-026	es	Belvís de Monroy
ES-EX-CC-027	es	Benquerencia
ES-EX-CC-028	es	Berrocalejo
ES-EX-CC-029	es	Berzocana
ES-EX-CC-030	es	Bohonal de Ibor
ES-EX-CC-031	es	Botija
ES-EX-CC-032	es	Brozas
ES-EX-CC-033	es	Cabañas del Castillo
ES-EX-CC-034	es	Cabezabellosa
ES-EX-CC-035	es	Cabezuela del Valle
ES-EX-CC-036	es	Cabrero
ES-EX-CC-037	es	Cáceres
ES-EX-CC-038	es	Cachorrilla
ES-EX-CC-039	es	Cadalso
ES-EX-CC-040	es	Calzadilla
ES-EX-CC-041	es	Caminomorisco
ES-EX-CC-042	es	Campillo de Deleitosa
ES-EX-CC-043	es	Campo Lugar
ES-EX-CC-044	es	Cañamero
ES-EX-CC-045	es	Cañaveral
ES-EX-CC-046	es	Carbajo
ES-EX-CC-047	es	Carcaboso
ES-EX-CC-048	es	Carrascalejo
ES-EX-CC-049	es	Casar de Cáceres
ES-EX-CC-050	es	Casar de Palomero
ES-EX-CC-051	es	Casares de las Hurdes
ES-EX-CC-052	es	Casas de Don Antonio
ES-EX-CC-053	es	Casas de Don Gómez
ES-EX-CC-056	es	Casas de Millán
ES-EX-CC-057	es	Casas de Miravete
ES-EX-CC-054	es	Casas del Castañar
ES-EX-CC-055	es	Casas del Monte
ES-EX-CC-058	es	Casatejada
ES-EX-CC-059	es	Casillas de Coria
ES-EX-CC-060	es	Castañar de Ibor
ES-EX-CC-061	es	Ceclavín
ES-EX-CC-062	es	Cedillo
ES-EX-CC-063	es	Cerezo
ES-EX-CC-064	es	Cilleros
ES-EX-CC-065	es	Collado de la Vera
ES-EX-CC-066	es	Conquista de la Sierra
ES-EX-CC-067	es	Coria
ES-EX-CC-068	es	Cuacos de Yuste
ES-EX-CC-069	es	La Cumbre
ES-EX-CC-070	es	Deleitosa
ES-EX-CC-071	es	Descargamaría
ES-EX-CC-072	es	Eljas
ES-EX-CC-073	es	Escurial
ES-EX-CC-075	es	Fresnedoso de Ibor
ES-EX-CC-076	es	Galisteo
ES-EX-CC-077	es	Garciaz
ES-EX-CC-079	es	Garganta la Olla
ES-EX-CC-078	es	La Garganta
ES-EX-CC-080	es	Gargantilla
ES-EX-CC-081	es	Gargüera
ES-EX-CC-082	es	Garrovillas de Alconétar
ES-EX-CC-083	es	Garvín
ES-EX-CC-084	es	Gata
ES-EX-CC-085	es	El Gordo
ES-EX-CC-086	es	La Granja
ES-EX-CC-087	es	Guadalupe
ES-EX-CC-088	es	Guijo de Coria
ES-EX-CC-089	es	Guijo de Galisteo
ES-EX-CC-090	es	Guijo de Granadilla
ES-EX-CC-091	es	Guijo de Santa Bárbara
ES-EX-CC-092	es	Herguijuela
ES-EX-CC-093	es	Hernán-Pérez
ES-EX-CC-094	es	Herrera de Alcántara
ES-EX-CC-095	es	Herreruela
ES-EX-CC-096	es	Hervás
ES-EX-CC-097	es	Higuera
ES-EX-CC-098	es	Hinojal
ES-EX-CC-099	es	Holguera
ES-EX-CC-100	es	Hoyos
ES-EX-CC-101	es	Huélaga
ES-EX-CC-102	es	Ibahernando
ES-EX-CC-103	es	Jaraicejo
ES-EX-CC-104	es	Jaraíz de la Vera
ES-EX-CC-105	es	Jarandilla de la Vera
ES-EX-CC-106	es	Jarilla
ES-EX-CC-107	es	Jerte
ES-EX-CC-108	es	Ladrillar
ES-EX-CC-109	es	Logrosán
ES-EX-CC-110	es	Losar de la Vera
ES-EX-CC-111	es	Madrigal de la Vera
ES-EX-CC-112	es	Madrigalejo
ES-EX-CC-113	es	Madroñera
ES-EX-CC-114	es	Majadas
ES-EX-CC-115	es	Malpartida de Cáceres
ES-EX-CC-116	es	Malpartida de Plasencia
ES-EX-CC-117	es	Marchagaz
ES-EX-CC-118	es	Mata de Alcántara
ES-EX-CC-119	es	Membrío
ES-EX-CC-120	es	Mesas de Ibor
ES-EX-CC-121	es	Miajadas
ES-EX-CC-122	es	Millanes
ES-EX-CC-123	es	Mirabel
ES-EX-CC-124	es	Mohedas de Granadilla
ES-EX-CC-125	es	Monroy
ES-EX-CC-126	es	Montánchez
ES-EX-CC-127	es	Montehermoso
ES-EX-CC-128	es	Moraleja
ES-EX-CC-129	es	Morcillo
ES-EX-CC-130	es	Navaconcejo
ES-EX-CC-131	es	Navalmoral de la Mata
ES-EX-CC-132	es	Navalvillar de Ibor
ES-EX-CC-133	es	Navas del Madroño
ES-EX-CC-134	es	Navezuelas
ES-EX-CC-135	es	Nuñomoral
ES-EX-CC-136	es	Oliva de Plasencia
ES-EX-CC-137	es	Palomero
ES-EX-CC-138	es	Pasarón de la Vera
ES-EX-CC-139	es	Pedroso de Acim
ES-EX-CC-140	es	Peraleda de la Mata
ES-EX-CC-141	es	Peraleda de San Román
ES-EX-CC-142	es	Perales del Puerto
ES-EX-CC-143	es	Pescueza
ES-EX-CC-144	es	La Pesga
ES-EX-CC-145	es	Piedras Albas
ES-EX-CC-146	es	Pinofranqueado
ES-EX-CC-147	es	Piornal
ES-EX-CC-148	es	Plasencia
ES-EX-CC-149	es	Plasenzuela
ES-EX-CC-150	es	Portaje
ES-EX-CC-151	es	Portezuelo
ES-EX-CC-152	es	Pozuelo de Zarzón
ES-EX-CC-905	es	Pueblonuevo de Miramontes
ES-EX-CC-153	es	Puerto de Santa Cruz
ES-EX-CC-154	es	Rebollar
ES-EX-CC-155	es	Riolobos
ES-EX-CC-156	es	Robledillo de Gata
ES-EX-CC-157	es	Robledillo de la Vera
ES-EX-CC-158	es	Robledillo de Trujillo
ES-EX-CC-159	es	Robledollano
ES-EX-CC-160	es	Romangordo
ES-EX-CC-901	es	Rosalejo
ES-EX-CC-161	es	Ruanes
ES-EX-CC-162	es	Salorino
ES-EX-CC-163	es	Salvatierra de Santiago
ES-EX-CC-164	es	San Martín de Trevejo
ES-EX-CC-165	es	Santa Ana
ES-EX-CC-166	es	Santa Cruz de la Sierra
ES-EX-CC-167	es	Santa Cruz de Paniagua
ES-EX-CC-168	es	Santa Marta de Magasca
ES-EX-CC-169	es	Santiago de Alcántara
ES-EX-CC-170	es	Santiago del Campo
ES-EX-CC-171	es	Santibáñez el Alto
ES-EX-CC-172	es	Santibáñez el Bajo
ES-EX-CC-173	es	Saucedilla
ES-EX-CC-174	es	Segura de Toro
ES-EX-CC-175	es	Serradilla
ES-EX-CC-176	es	Serrejón
ES-EX-CC-177	es	Sierra de Fuentes
ES-EX-CC-178	es	Talaván
ES-EX-CC-179	es	Talaveruela de la Vera
ES-EX-CC-180	es	Talayuela
ES-EX-CC-181	es	Tejeda de Tiétar
ES-EX-CC-904	es	Tiétar
ES-EX-CC-182	es	Toril
ES-EX-CC-183	es	Tornavacas
ES-EX-CC-184	es	El Torno
ES-EX-CC-187	es	Torre de Don Miguel
ES-EX-CC-188	es	Torre de Santa María
ES-EX-CC-185	es	Torrecilla de los Ángeles
ES-EX-CC-186	es	Torrecillas de la Tiesa
ES-EX-CC-190	es	Torrejón el Rubio
ES-EX-CC-189	es	Torrejoncillo
ES-EX-CC-191	es	Torremenga
ES-EX-CC-192	es	Torremocha
ES-EX-CC-193	es	Torreorgaz
ES-EX-CC-194	es	Torrequemada
ES-EX-CC-195	es	Trujillo
ES-EX-CC-196	es	Valdastillas
ES-EX-CC-197	es	Valdecañas de Tajo
ES-EX-CC-198	es	Valdefuentes
ES-EX-CC-199	es	Valdehúncar
ES-EX-CC-200	es	Valdelacasa de Tajo
ES-EX-CC-201	es	Valdemorales
ES-EX-CC-202	es	Valdeobispo
ES-EX-CC-203	es	Valencia de Alcántara
ES-EX-CC-204	es	Valverde de la Vera
ES-EX-CC-205	es	Valverde del Fresno
ES-EX-CC-902	es	Vegaviana
ES-EX-CC-206	es	Viandar de la Vera
ES-EX-CC-207	es	Villa del Campo
ES-EX-CC-208	es	Villa del Rey
ES-EX-CC-209	es	Villamesías
ES-EX-CC-210	es	Villamiel
ES-EX-CC-211	es	Villanueva de la Sierra
ES-EX-CC-212	es	Villanueva de la Vera
ES-EX-CC-214	es	Villar de Plasencia
ES-EX-CC-213	es	Villar del Pedroso
ES-EX-CC-215	es	Villasbuenas de Gata
ES-EX-CC-216	es	Zarza de Granadilla
ES-EX-CC-217	es	Zarza de Montánchez
ES-EX-CC-218	es	Zarza la Mayor
ES-EX-CC-219	es	Zorita
ES-AN-CA-001	es	Alcalá de los Gazules
ES-AN-CA-002	es	Alcalá del Valle
ES-AN-CA-003	es	Algar
ES-AN-CA-004	es	Algeciras
ES-AN-CA-005	es	Algodonales
ES-AN-CA-006	es	Arcos de la Frontera
ES-AN-CA-007	es	Barbate
ES-AN-CA-008	es	Los Barrios
ES-AN-CA-901	es	Benalup-Casas Viejas
ES-AN-CA-009	es	Benaocaz
ES-AN-CA-010	es	Bornos
ES-AN-CA-011	es	El Bosque
ES-AN-CA-012	es	Cádiz
ES-AN-CA-013	es	Castellar de la Frontera
ES-AN-CA-015	es	Chiclana de la Frontera
ES-AN-CA-016	es	Chipiona
ES-AN-CA-014	es	Conil de la Frontera
ES-AN-CA-017	es	Espera
ES-AN-CA-018	es	El Gastor
ES-AN-CA-019	es	Grazalema
ES-AN-CA-020	es	Jerez de la Frontera
ES-AN-CA-021	es	Jimena de la Frontera
ES-AN-CA-022	es	La Línea de la Concepción
ES-AN-CA-023	es	Medina-Sidonia
ES-AN-CA-024	es	Olvera
ES-AN-CA-025	es	Paterna de Rivera
ES-AN-CA-026	es	Prado del Rey
ES-AN-CA-027	es	El Puerto de Santa María
ES-AN-CA-028	es	Puerto Real
ES-AN-CA-029	es	Puerto Serrano
ES-AN-CA-030	es	Rota
ES-AN-CA-031	es	San Fernando
ES-AN-CA-902	es	San José del Valle
ES-AN-CA-033	es	San Roque
ES-AN-CA-032	es	Sanlúcar de Barrameda
ES-AN-CA-034	es	Setenil de las Bodegas
ES-AN-CA-035	es	Tarifa
ES-AN-CA-036	es	Torre Alháquime
ES-AN-CA-037	es	Trebujena
ES-AN-CA-038	es	Ubrique
ES-AN-CA-039	es	Vejer de la Frontera
ES-AN-CA-040	es	Villaluenga del Rosario
ES-AN-CA-041	es	Villamartín
ES-AN-CA-042	es	Zahara
ES-VC-CS-002	es	Aín
ES-VC-CS-003	es	Albocàsser
ES-VC-CS-004	es	Alcalà de Xivert
ES-VC-CS-005	es	l' Alcora
ES-VC-CS-006	es	Alcudia de Veo
ES-VC-CS-007	es	Alfondeguilla
ES-VC-CS-008	es	Algimia de Almonacid
ES-VC-CS-009	es	Almazora/Almassora
ES-VC-CS-010	es	Almedíjar
ES-VC-CS-011	es	Almenara
ES-VC-CS-901	es	les/Alquerías del Niño Perdido Alqueries
ES-VC-CS-012	es	Altura
ES-VC-CS-013	es	Arañuel
ES-VC-CS-014	es	Ares del Maestrat
ES-VC-CS-015	es	Argelita
ES-VC-CS-016	es	Artana
ES-VC-CS-001	es	Atzeneta del Maestrat
ES-VC-CS-017	es	Ayódar
ES-VC-CS-018	es	Azuébar
ES-VC-CS-020	es	Barracas
ES-VC-CS-022	es	Bejís
ES-VC-CS-024	es	Benafer
ES-VC-CS-025	es	Benafigos
ES-VC-CS-026	es	Benassal
ES-VC-CS-027	es	Benicarló
ES-VC-CS-028	es	Benicasim/Benicàssim
ES-VC-CS-029	es	Benlloch
ES-VC-CS-021	es	Betxí
ES-VC-CS-032	es	Borriana/Burriana
ES-VC-CS-031	es	Borriol
ES-VC-CS-033	es	Cabanes
ES-VC-CS-034	es	Càlig
ES-VC-CS-036	es	Canet lo Roig
ES-VC-CS-037	es	Castell de Cabres
ES-VC-CS-038	es	Castellfort
ES-VC-CS-039	es	Castellnovo
ES-VC-CS-040	es	Castellón de la Plana/Castelló de la Plana
ES-VC-CS-041	es	Castillo de Villamalefa
ES-VC-CS-042	es	Catí
ES-VC-CS-043	es	Caudiel
ES-VC-CS-044	es	Cervera del Maestre
ES-VC-CS-053	es	Chilches/Xilxes
ES-VC-CS-055	es	Chodos/Xodos
ES-VC-CS-056	es	Chóvar
ES-VC-CS-045	es	Cinctorres
ES-VC-CS-046	es	Cirat
ES-VC-CS-048	es	Cortes de Arenoso
ES-VC-CS-049	es	Costur
ES-VC-CS-050	es	les Coves de Vinromà
ES-VC-CS-051	es	Culla
ES-VC-CS-057	es	Eslida
ES-VC-CS-058	es	Espadilla
ES-VC-CS-059	es	Fanzara
ES-VC-CS-060	es	Figueroles
ES-VC-CS-061	es	Forcall
ES-VC-CS-063	es	Fuente la Reina
ES-VC-CS-064	es	Fuentes de Ayódar
ES-VC-CS-065	es	Gaibiel
ES-VC-CS-067	es	Geldo
ES-VC-CS-068	es	Herbés
ES-VC-CS-069	es	Higueras
ES-VC-CS-070	es	la Jana
ES-VC-CS-071	es	Jérica
ES-VC-CS-074	es	la Llosa
ES-VC-CS-072	es	Llucena/Lucena del Cid
ES-VC-CS-073	es	Ludiente
ES-VC-CS-075	es	la Mata de Morella
ES-VC-CS-076	es	Matet
ES-VC-CS-077	es	Moncofa
ES-VC-CS-078	es	Montán
ES-VC-CS-079	es	Montanejos
ES-VC-CS-080	es	Morella
ES-VC-CS-081	es	Navajas
ES-VC-CS-082	es	Nules
ES-VC-CS-083	es	Olocau del Rey
ES-VC-CS-084	es	Onda
ES-VC-CS-085	es	Oropesa del Mar/Orpesa
ES-VC-CS-087	es	Palanques
ES-VC-CS-088	es	Pavías
ES-VC-CS-089	es	Peníscola/Peñíscola
ES-VC-CS-090	es	Pina de Montalgrao
ES-VC-CS-093	es	la Pobla de Benifassà
ES-VC-CS-094	es	la Pobla Tornesa
ES-VC-CS-091	es	Portell de Morella
ES-VC-CS-092	es	Puebla de Arenoso
ES-VC-CS-095	es	Ribesalbes
ES-VC-CS-096	es	Rossell
ES-VC-CS-097	es	Sacañet
ES-VC-CS-098	es	la Salzadella
ES-VC-CS-101	es	San Rafael del Río
ES-VC-CS-902	es	Sant Joan de Moró
ES-VC-CS-099	es	Sant Jordi/San Jorge
ES-VC-CS-100	es	Sant Mateu
ES-VC-CS-102	es	Santa Magdalena de Pulpis
ES-VC-CS-104	es	Segorbe
ES-VC-CS-103	es	la Serratella
ES-VC-CS-105	es	Sierra Engarcerán
ES-VC-CS-106	es	Soneja
ES-VC-CS-107	es	Sot de Ferrer
ES-VC-CS-108	es	Sueras/Suera
ES-VC-CS-109	es	Tales
ES-VC-CS-110	es	Teresa
ES-VC-CS-111	es	Tírig
ES-VC-CS-112	es	Todolella
ES-VC-CS-113	es	Toga
ES-VC-CS-114	es	Torás
ES-VC-CS-115	es	El Toro
ES-VC-CS-116	es	Torralba del Pinar
ES-VC-CS-119	es	la Torre d'En Besora
ES-VC-CS-120	es	la Torre d'en Doménec
ES-VC-CS-117	es	Torreblanca
ES-VC-CS-118	es	Torrechiva
ES-VC-CS-121	es	Traiguera
ES-VC-CS-122	es	les Useras/Useres
ES-VC-CS-124	es	Vall d'Alba
ES-VC-CS-125	es	Vall de Almonacid
ES-VC-CS-126	es	la Vall d'Uixó
ES-VC-CS-123	es	Vallat
ES-VC-CS-127	es	Vallibona
ES-VC-CS-128	es	Vilafamés
ES-VC-CS-132	es	Vilanova d'Alcolea
ES-VC-CS-134	es	Vilar de Canes
ES-VC-CS-135	es	Vila-real
ES-VC-CS-136	es	la Vilavella
ES-VC-CS-129	es	Villafranca del Cid/Vilafranca
ES-VC-CS-130	es	Villahermosa del Río
ES-VC-CS-131	es	Villamalur
ES-VC-CS-133	es	Villanueva de Viver
ES-VC-CS-137	es	Villores
ES-VC-CS-138	es	Vinaròs
ES-VC-CS-139	es	Vistabella del Maestrat
ES-VC-CS-140	es	Viver
ES-VC-CS-052	es	Xert
ES-VC-CS-141	es	Zorita del Maestrazgo
ES-VC-CS-142	es	Zucaina
ES-CM-CR-001	es	Abenójar
ES-CM-CR-002	es	Agudo
ES-CM-CR-003	es	Alamillo
ES-CM-CR-004	es	Albaladejo
ES-CM-CR-005	es	Alcázar de San Juan
ES-CM-CR-006	es	Alcoba
ES-CM-CR-007	es	Alcolea de Calatrava
ES-CM-CR-008	es	Alcubillas
ES-CM-CR-009	es	Aldea del Rey
ES-CM-CR-010	es	Alhambra
ES-CM-CR-011	es	Almadén
ES-CM-CR-012	es	Almadenejos
ES-CM-CR-013	es	Almagro
ES-CM-CR-014	es	Almedina
ES-CM-CR-015	es	Almodóvar del Campo
ES-CM-CR-016	es	Almuradiel
ES-CM-CR-017	es	Anchuras
ES-CM-CR-903	es	Arenales de San Gregorio
ES-CM-CR-018	es	Arenas de San Juan
ES-CM-CR-019	es	Argamasilla de Alba
ES-CM-CR-020	es	Argamasilla de Calatrava
ES-CM-CR-021	es	Arroba de los Montes
ES-CM-CR-022	es	Ballesteros de Calatrava
ES-CM-CR-023	es	Bolaños de Calatrava
ES-CM-CR-024	es	Brazatortas
ES-CM-CR-025	es	Cabezarados
ES-CM-CR-026	es	Cabezarrubias del Puerto
ES-CM-CR-027	es	Calzada de Calatrava
ES-CM-CR-028	es	Campo de Criptana
ES-CM-CR-029	es	Cañada de Calatrava
ES-CM-CR-030	es	Caracuel de Calatrava
ES-CM-CR-031	es	Carrión de Calatrava
ES-CM-CR-032	es	Carrizosa
ES-CM-CR-033	es	Castellar de Santiago
ES-CM-CR-038	es	Chillón
ES-CM-CR-034	es	Ciudad Real
ES-CM-CR-035	es	Corral de Calatrava
ES-CM-CR-036	es	Los Cortijos
ES-CM-CR-037	es	Cózar
ES-CM-CR-039	es	Daimiel
ES-CM-CR-040	es	Fernán Caballero
ES-CM-CR-041	es	Fontanarejo
ES-CM-CR-042	es	Fuencaliente
ES-CM-CR-043	es	Fuenllana
ES-CM-CR-044	es	Fuente el Fresno
ES-CM-CR-045	es	Granátula de Calatrava
ES-CM-CR-046	es	Guadalmez
ES-CM-CR-047	es	Herencia
ES-CM-CR-048	es	Hinojosas de Calatrava
ES-CM-CR-049	es	Horcajo de los Montes
ES-CM-CR-050	es	Las Labores
ES-CM-CR-904	es	Llanos del Caudillo
ES-CM-CR-051	es	Luciana
ES-CM-CR-052	es	Malagón
ES-CM-CR-053	es	Manzanares
ES-CM-CR-054	es	Membrilla
ES-CM-CR-055	es	Mestanza
ES-CM-CR-056	es	Miguelturra
ES-CM-CR-057	es	Montiel
ES-CM-CR-058	es	Moral de Calatrava
ES-CM-CR-059	es	Navalpino
ES-CM-CR-060	es	Navas de Estena
ES-CM-CR-061	es	Pedro Muñoz
ES-CM-CR-062	es	Picón
ES-CM-CR-063	es	Piedrabuena
ES-CM-CR-064	es	Poblete
ES-CM-CR-065	es	Porzuna
ES-CM-CR-066	es	Pozuelo de Calatrava
ES-CM-CR-067	es	Los Pozuelos de Calatrava
ES-CM-CR-068	es	Puebla de Don Rodrigo
ES-CM-CR-069	es	Puebla del Príncipe
ES-CM-CR-070	es	Puerto Lápice
ES-CM-CR-071	es	Puertollano
ES-CM-CR-072	es	Retuerta del Bullaque
ES-CM-CR-901	es	El Robledo
ES-CM-CR-902	es	Ruidera
ES-CM-CR-073	es	Saceruela
ES-CM-CR-074	es	San Carlos del Valle
ES-CM-CR-075	es	San Lorenzo de Calatrava
ES-CM-CR-076	es	Santa Cruz de los Cáñamos
ES-CM-CR-077	es	Santa Cruz de Mudela
ES-CM-CR-078	es	Socuéllamos
ES-CM-CR-080	es	Solana del Pino
ES-CM-CR-079	es	La Solana
